,Titre,Entreprise,Localisation,Lien,Compétences,mapped_role
295,Ingénieur DevOps (H/F) - Rabat,Sofrecom Maroc,Rabat,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-devops-h-f-rabat-at-sofrecom-maroc-4273876769?position=5&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=MiyrLOsQs%2BDNPQeq2w82pg%3D%3D,"agile, ci/cd, gitlab, java, jenkins, kubernetes, python, sql",autre
296,Full Stack Developer,Expleo Group,Tanger,https://ma.linkedin.com/jobs/view/full-stack-developer-at-expleo-group-4235390978?position=6&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=0BsQakdyDNFMgeEliQm9mw%3D%3D,"c#, etl, sql",web developer
297,Développeur Full stack,BROME Consulting & Technology,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-at-brome-consulting-technology-4200187056?position=7&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=fN%2BfFuDSXyms3YwQ1U2d0Q%3D%3D,"kubernetes, spring boot",web developer
298,Data Engineer,Altados by Niji,Casablanca,https://ma.linkedin.com/jobs/view/data-engineer-at-altados-by-niji-4264375565?position=8&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=8pt9GzJPzJOCz%2BeThnE0GQ%3D%3D,"azure, etl, python, sql",data engineer
299,Ingénieur d'étude en Système embarqué F/H - SAFRAN ENGINEERING SERVICES MOROCCO SA,AEROCONTACT,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-d-%C3%A9tude-en-syst%C3%A8me-embarqu%C3%A9-f-h-safran-engineering-services-morocco-sa-at-aerocontact-4275305685?position=9&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=AAuDoTRKPrVyFKb8%2B0KpZA%3D%3D,,autre
300,Ingénieur Test & Automatisation confirmé/senior,Orange Business,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-test-automatisation-confirm%C3%A9-senior-at-orange-business-4236672493?position=10&pageNum=15&refId=guLyk8gkiemzxGHQfTU8uA%3D%3D&trackingId=nwyFH4xVUly6HBCRwmC5Iw%3D%3D,"agile, bdd, c#, git, java, jenkins, oracle, postgresql, python, sql",autre
301,"Développeur Logiciel Embarqué C/C++, Secteur Automobile, Poste en CDI",ATEQ Morocco,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-logiciel-embarqu%C3%A9-c-c%2B%2B-secteur-automobile-poste-en-cdi-at-ateq-morocco-4281934529?position=1&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=6GkhDmmSQg3UZ1LEMgMTBA%3D%3D,"c++, python",software engineer
302,Senior ServiceNow Developer,Atos,Casablanca,https://ma.linkedin.com/jobs/view/senior-servicenow-developer-at-atos-4279877267?position=2&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=%2F51%2FWThBWnAoVDFAHHdIDw%3D%3D,"agile, javascript, scrum",autre
303,Développeur full stack ReactJS NodeJS,Alter Solutions Group,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-reactjs-nodejs-at-alter-solutions-group-4278789134?position=3&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=A7VWvVozu%2BsySlK3shHhTg%3D%3D,"agile, bdd, graphql, tdd, typescript",web developer
304,DEVELOPPEUR JAVA FULL STACK  H/F,Tessi,Oujda,https://ma.linkedin.com/jobs/view/developpeur-java-full-stack-h-f-at-tessi-4282189425?position=4&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=A%2BP4ct5kUIHQ9q12B9GoVg%3D%3D,"ci/cd, git, java, jenkins, linux, mysql, sql",web developer
305,Chargé de Développement Infotainment,SEGULA Technologies,Casablanca,https://ma.linkedin.com/jobs/view/charg%C3%A9-de-d%C3%A9veloppement-infotainment-at-segula-technologies-4271764029?position=5&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=lPpJMYz8X50lO%2FSNGolmgg%3D%3D,"c++, linux, python",autre
306,Senior Backend Engineer - Python,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/senior-backend-engineer-python-at-lumenalta-4279557158?position=6&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=pkFSJLnFSzCuivGY05S1tA%3D%3D,"aws, ci/cd, graphql, microservices, python",web developer
307,Ingénieur DATA,SII Group Morocco,Rabat,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-data-at-sii-group-morocco-4271712313?position=7&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=ZLeZAkbYwwHg8H6NqbJXog%3D%3D,"airflow, aws, azure, gcp, kafka, python, spark",data engineer
308,Full Stack Software Engineer,WaystoCap,Casablanca,https://ma.linkedin.com/jobs/view/full-stack-software-engineer-at-waystocap-4119520877?position=8&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=My%2Fa2kn7w2xK3qE22Kv1XA%3D%3D,"agile, ci/cd, graphql, java, javascript, next.js, nosql",web developer
309,CONSULTANT TALEND CONFIRME,RED TIC,Casablanca,https://ma.linkedin.com/jobs/view/consultant-talend-confirme-at-red-tic-4276977782?position=9&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=2SGUFGkgBWQLVIq7EVSHtA%3D%3D,"ci/cd, docker, etl, git, java, kubernetes, sql",autre
310,Ingénieur études et développement Java,Groupe SII,Oujda,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-%C3%A9tudes-et-d%C3%A9veloppement-java-at-groupe-sii-4121192039?position=10&pageNum=17&refId=ilEHZDOBqokH1fBHoZiMuA%3D%3D&trackingId=lCdFqdzO%2F74l%2FZq0zR4h8A%3D%3D,"agile, css, git, gitlab, html, java, javascript, kanban, microservices, mysql, nosql, oracle, scrum",autre
311,Senior Quality Assurance Automation Engineer,Astek Middle East,Casablanca,https://ma.linkedin.com/jobs/view/senior-quality-assurance-automation-engineer-at-astek-middle-east-4274703916?position=1&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=MEl2b4AOELvv6vses3ySWQ%3D%3D,"agile, azure, bdd, ci/cd, docker, git, gitlab, java, jenkins, kanban, scrum, sql",autre
312,"Consultant Android , Consultant IOS Maroc - Casablanca 🌍",Adria Business & Technology,Casablanca,https://ma.linkedin.com/jobs/view/consultant-android-consultant-ios-maroc-casablanca-%F0%9F%8C%8D-at-adria-business-technology-4258197677?position=2&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=nUWrrrT4c1HBtNTKyZHpuw%3D%3D,"git, java",autre
313,Flutter & Laravel Developer — Marrakech (On-site),SAFE APPS,Marrakech,https://ma.linkedin.com/jobs/view/flutter-laravel-developer-%E2%80%94-marrakech-on-site-at-safe-apps-4281920899?position=3&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=0L3hOLMX3lMpNsm5N0ywDA%3D%3D,php,autre
314,Software Developer - BW,Cnexia,Rabat,https://ma.linkedin.com/jobs/view/software-developer-bw-at-cnexia-3816681629?position=4&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=czEpOPbgzLZi84mh2z4I2A%3D%3D,"agile, etl, snowflake, sql",software engineer
315,Développeur web Java/Développeuse web Java,SQLI,Rabat,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-web-java-d%C3%A9veloppeuse-web-java-at-sqli-4265408801?position=5&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=RQyuyjWlWPb%2Fk5ZRbXLYdw%3D%3D,"agile, ci/cd, docker, git, java, microservices, nosql, redis, scrum",web developer
316,DEVELOPPEUR DEVOPS POWER PLATFORM,RED TIC,Casablanca,https://ma.linkedin.com/jobs/view/developpeur-devops-power-platform-at-red-tic-4279602594?position=6&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=47o0GIRRxswyua84ePlfmA%3D%3D,"azure, ci/cd, git, java, power bi",autre
317,Data Engineer GCP F/H,VISEO,Casablanca,https://ma.linkedin.com/jobs/view/data-engineer-gcp-f-h-at-viseo-4133242965?position=7&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=DbGAQBTk2nCPe7Q2P0fGlA%3D%3D,"airflow, beam, etl, gcp, google cloud, java, python, spark, sql",data engineer
318,Test lead,Orange Business,Rabat,https://ma.linkedin.com/jobs/view/test-lead-at-orange-business-4267782985?position=8&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=%2FEE3m42Ze2EfvvAF%2B6%2FIdw%3D%3D,"agile, scrum",autre
319,Business Research - Senior Research Analyst - Casablanca,Infomineo,Casablanca,https://ma.linkedin.com/jobs/view/business-research-senior-research-analyst-casablanca-at-infomineo-4271438858?position=9&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=m1D5WW4Y8tHOGfsx1Etoyw%3D%3D,excel,data analyst
320,Développeur Sage 1000,MAROC FER,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-sage-1000-at-maroc-fer-4264766563?position=10&pageNum=20&refId=XAXV7YrNCGRyL579mOU%2BuA%3D%3D&trackingId=qQPhNcuxTsWb9DQijbUAwA%3D%3D,sql,autre
321,Data Engineering Intern - X Delivery,Boston Consulting Group (BCG),Casablanca,https://ma.linkedin.com/jobs/view/data-engineering-intern-x-delivery-at-boston-consulting-group-bcg-4205213767?position=1&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=jh4f7N4kuEzX1yp%2FBEqS%2BQ%3D%3D,"airflow, aws, azure, ci/cd, data pipeline, django, docker, etl, fastapi, flask, git, google cloud, hadoop, jenkins, kafka, kubernetes, mongodb, nosql, python, redis, spark, sql, terraform",data engineer
322,Ingénieur de Production (H/F),Sofrecom Maroc,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-de-production-h-f-at-sofrecom-maroc-4266732618?position=2&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=6PDzwDv0vmQC3m9aBfyBDw%3D%3D,"airflow, aws, docker, gcp, jenkins, kubernetes, linux, mysql, oracle",autre
323,Ingénieur DevOps/Ingénieure DevOps,ALTEN MAROC,Rabat,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-devops-ing%C3%A9nieure-devops-at-alten-maroc-4279619898?position=3&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=dX2CHbAV0tCf4r0iYAf7UQ%3D%3D,"agile, ci/cd, gcp, git, gitlab, google cloud, jenkins, kubernetes, linux, scrum, sql, terraform",autre
324,Data Engineer Confirmé – Écosystème Microsoft Fabric,MAROC FER,Casablanca,https://ma.linkedin.com/jobs/view/data-engineer-confirm%C3%A9-%E2%80%93-%C3%A9cosyst%C3%A8me-microsoft-fabric-at-maroc-fer-4267073871?position=4&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=4mTU2z32WeMoxsy8ht2RyA%3D%3D,"power bi, python, spark, sql",data engineer
325,Développeur Guidewire,Alter Solutions Group,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-guidewire-at-alter-solutions-group-4261974947?position=5&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=jxYwAVEXHsQjgZeNpe6BbQ%3D%3D,"agile, java, javascript, microservices, react",autre
326,Ingénieur tests et validation (Rabat - Secteur Télécommunications),MAROC FER,Rabat,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-tests-et-validation-rabat-secteur-t%C3%A9l%C3%A9communications-at-maroc-fer-4267544143?position=6&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=udX%2FKTiN%2BkmSdZaT9P5ZZQ%3D%3D,,autre
327,OPENSTACK CLOUD PLATFORM EXPERT,RIBATIS,Casablanca,https://ma.linkedin.com/jobs/view/openstack-cloud-platform-expert-at-ribatis-4273022132?position=7&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=nAjPR1GsRZu4zskX%2F0alUA%3D%3D,"git, gitlab, jenkins, linux, terraform",autre
328,Frontend Engineer – Tracking & Data Layer Implementation,iMedia24 GmbH,Maroc,https://ma.linkedin.com/jobs/view/frontend-engineer-%E2%80%93-tracking-data-layer-implementation-at-imedia24-gmbh-4266530781?position=8&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=94U0%2FDKmVZFzy5eDhBhagA%3D%3D,"angular, css, html, javascript, react, typescript",data engineer
329,Concepteur Développeur Full-Stack (Java/DevOps),Sofrecom Maroc,Casablanca,https://ma.linkedin.com/jobs/view/concepteur-d%C3%A9veloppeur-full-stack-java-devops-at-sofrecom-maroc-4273862828?position=9&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=882WrAsF5iNifSEAnaVthg%3D%3D,"aws, ci/cd, docker, gitlab, java, kanban, microservices, spring boot, terraform",web developer
330,Ingénieur de production IT - (H/F),Saham Bank (Officiel),Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-de-production-it-h-f-at-saham-bank-officiel-4270176161?position=10&pageNum=22&refId=YNORYbvhyy34AifqnMDLgA%3D%3D&trackingId=1CuhPTe61eJoRmNWmKkeVA%3D%3D,"oracle, postgresql, sql",autre
331,Ingénieur Cloud AWS,Inetum,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-cloud-aws-at-inetum-4243831105?position=1&pageNum=25&refId=3Fz7XIxLQOrN5G3C63ISEA%3D%3D&trackingId=oYQtYZRasWEKaXhTbBgTTg%3D%3D,"agile, aws, ci/cd, kanban, scrum, terraform",autre
332,Stagiaire en développement de programmes,Smollan,Casablanca,https://ma.linkedin.com/jobs/view/stagiaire-en-d%C3%A9veloppement-de-programmes-at-smollan-4269920038?position=2&pageNum=25&refId=3Fz7XIxLQOrN5G3C63ISEA%3D%3D&trackingId=NbQBb5%2FM9P%2BM9%2B1KWz8Viw%3D%3D,agile,autre
333,Senior Quality Assurance Automation Engineer,TransPerfect,Casablanca,https://ma.linkedin.com/jobs/view/senior-quality-assurance-automation-engineer-at-transperfect-4267149495?position=3&pageNum=25&refId=3Fz7XIxLQOrN5G3C63ISEA%3D%3D&trackingId=q1MpFeDfRp6cUm87p7LztQ%3D%3D,"agile, bitbucket, ci/cd, java, scrum",autre
334,TECH LEAD,CIH BANK,Casablanca,https://ma.linkedin.com/jobs/view/tech-lead-at-cih-bank-3960689323?position=4&pageNum=25&refId=3Fz7XIxLQOrN5G3C63ISEA%3D%3D&trackingId=yKHhn0rOyuxbJvJwUPICgA%3D%3D,"docker, java, oracle, react, spring boot",autre
335,AD Software Engineer - Senior H/F,Stellantis,Casablanca,https://ma.linkedin.com/jobs/view/ad-software-engineer-senior-h-f-at-stellantis-3543041874?position=5&pageNum=25&refId=3Fz7XIxLQOrN5G3C63ISEA%3D%3D&trackingId=2qmS0sTmzyWoaoEAsEFYpQ%3D%3D,"agile, c++, git, github, linux, python",software engineer
336,Senior Tester (Automaticien ou technico fonctionnel),SQLI,Casablanca,https://ma.linkedin.com/jobs/view/senior-tester-automaticien-ou-technico-fonctionnel-at-sqli-4279518661?position=6&pageNum=25&refId=3Fz7XIxLQOrN5G3C63ISEA%3D%3D&trackingId=ERSlahUaYo44Yd3jV45%2BPw%3D%3D,"agile, ci/cd, gitlab, java, javascript, jenkins, scrum, sql",autre
337,Ingénieur testeur et qualifieur logiciel,GEEKFACT,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-testeur-et-qualifieur-logiciel-at-geekfact-4266167529?position=7&pageNum=25&refId=3Fz7XIxLQOrN5G3C63ISEA%3D%3D&trackingId=82XiRRfZcJbt%2Bp2HL5tB1g%3D%3D,"agile, bdd, python",software engineer
338,Développeur Sage 1000,Inetum,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-sage-1000-at-inetum-4264804737?position=8&pageNum=25&refId=3Fz7XIxLQOrN5G3C63ISEA%3D%3D&trackingId=1AucWJVLO4YrkoS7Ptsqjw%3D%3D,sql,autre
339,Ingénieur DevOps & Java (H/F),Sofrecom Maroc,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-devops-java-h-f-at-sofrecom-maroc-4275381271?position=9&pageNum=25&refId=3Fz7XIxLQOrN5G3C63ISEA%3D%3D&trackingId=UydzM6AO%2Fa52S420Zy%2FdGg%3D%3D,"ci/cd, gitlab, java, kanban, microservices, spring boot",autre
340,QA Automation Selenium Java / Appium,SQLI,Casablanca,https://ma.linkedin.com/jobs/view/qa-automation-selenium-java-appium-at-sqli-4266952585?position=10&pageNum=25&refId=3Fz7XIxLQOrN5G3C63ISEA%3D%3D&trackingId=WhI7cTU%2B7aBylTUZR4ZzKA%3D%3D,"agile, ci/cd, gitlab, java, jenkins, scrum, sql",autre
341,Junior Android Engineer,Yassir,Casablanca,https://ma.linkedin.com/jobs/view/junior-android-engineer-at-yassir-3711699327?position=1&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=F47uUmEHOIFxUGWrM1muPQ%3D%3D,"docker, git, kubernetes, redis",autre
342,Développement Sénior Java Apach Camel Quarkus,WAL-IT Services,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppement-s%C3%A9nior-java-apach-camel-quarkus-at-wal-it-services-4280957739?position=2&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=FWAwZYxF6uylbTnuGha4ng%3D%3D,java,autre
343,Data Analyst,Expleo Group,Tanger,https://ma.linkedin.com/jobs/view/data-analyst-at-expleo-group-4244912212?position=3&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=aZC9tGwJG5a%2Bu1hHWxRNtw%3D%3D,,data analyst
344,Ingénieur poste de travail N3,MAROC FER,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-poste-de-travail-n3-at-maroc-fer-4274237762?position=4&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=DInxVHH7NA%2FKpB8iUOnxLw%3D%3D,agile,autre
345,Data Engineer (H/F),Smile,Casablanca,https://ma.linkedin.com/jobs/view/data-engineer-h-f-at-smile-4275097062?position=5&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=BuEMckmIoP0BO8VSqnVrsg%3D%3D,"airflow, python, snowflake, sql",data engineer
346,Data Engineer - X Delivery,Boston Consulting Group (BCG),Casablanca,https://ma.linkedin.com/jobs/view/data-engineer-x-delivery-at-boston-consulting-group-bcg-4205212741?position=6&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=Khzl7KGAO22e6ddonPx1Qw%3D%3D,"airflow, aws, azure, ci/cd, data pipeline, django, docker, etl, fastapi, flask, git, google cloud, hadoop, java, jenkins, kafka, kubernetes, mongodb, mysql, nosql, postgresql, python, redis, spark, terraform",data engineer
347,Développeur fullstack NodeJS React,ALTEN,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-fullstack-nodejs-react-at-alten-4274598177?position=7&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=9vIO8paXFosN%2FPnDObMbcg%3D%3D,"agile, aws, ci/cd, docker, gcp, graphql, javascript, kanban, kubernetes, microservices, mongodb, mysql, next.js, node.js, nosql, postgresql, react, redis, scrum, typescript, websocket",web developer
348,Ingénieur Test & Automatisation,Inetum,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-test-automatisation-at-inetum-4205300386?position=8&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=uXkUYuTWtd2iTmYqm2Uodg%3D%3D,"agile, ci/cd, git, gitlab, java, javascript, jenkins, postgresql, python, sql",autre
349,Lead Software Developer (Java/Cloud),Oracle,Casablanca,https://ma.linkedin.com/jobs/view/lead-software-developer-java-cloud-at-oracle-4236018733?position=9&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=D6%2B9cZeLtF%2FXu9PiNpaXJQ%3D%3D,"agile, angular, aws, azure, css, git, html, java, javascript, mongodb, node.js, nosql, oracle, python, spark, spring boot, sql, typescript",software engineer
350,Automotive Requirements Management engineer - DOORS DXL Expert,ALTEN,Rabat,https://ma.linkedin.com/jobs/view/automotive-requirements-management-engineer-doors-dxl-expert-at-alten-4270731682?position=10&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=TyobiDbuAWhYWI64V4zrJw%3D%3D,excel,autre
351,Ingénieur infrastructure IT,Xpertize Africa,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-infrastructure-it-at-xpertize-africa-4278818297?position=1&pageNum=30&refId=pLhCZUF57IEFht2yKlx3qA%3D%3D&trackingId=Lze%2Byfg5merNz5SrlANoTw%3D%3D,linux,autre
352,Expert Azure Cloud MS FABRIC,AXONE,Casablanca,https://ma.linkedin.com/jobs/view/expert-azure-cloud-ms-fabric-at-axone-4273239234?position=2&pageNum=30&refId=pLhCZUF57IEFht2yKlx3qA%3D%3D&trackingId=7t1oCku9pazPxc55me6VJQ%3D%3D,azure,autre
353,AD Test Strategy and Plan Engineer H/F,Stellantis,Casablanca,https://ma.linkedin.com/jobs/view/ad-test-strategy-and-plan-engineer-h-f-at-stellantis-4222271731?position=3&pageNum=30&refId=pLhCZUF57IEFht2yKlx3qA%3D%3D&trackingId=RLFy1zwVZFayadN2pOT2aA%3D%3D,"agile, excel",autre
354,Expert Salesforce,SEGULA Technologies,Casablanca,https://ma.linkedin.com/jobs/view/expert-salesforce-at-segula-technologies-4028606793?position=4&pageNum=30&refId=pLhCZUF57IEFht2yKlx3qA%3D%3D&trackingId=LxMItTKKz3fT0R2HB%2FSX6A%3D%3D,,autre
355,Développeur Full Stack,Groupe SII,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-at-groupe-sii-4201032840?position=5&pageNum=30&refId=pLhCZUF57IEFht2yKlx3qA%3D%3D&trackingId=7NFP7tsVeZpAdm3CXzNTZw%3D%3D,"aws, ci/cd, react",web developer
356,Consultant(e) BI,Altados by Niji,Casablanca,https://ma.linkedin.com/jobs/view/consultant-e-bi-at-altados-by-niji-4279261319?position=6&pageNum=30&refId=pLhCZUF57IEFht2yKlx3qA%3D%3D&trackingId=hA431LD7p4nPdU7uIul6Aw%3D%3D,"etl, oracle, power bi, sql",autre
357,Ingénieur études et développement .NET,Groupe SII,Oujda,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-%C3%A9tudes-et-d%C3%A9veloppement-net-at-groupe-sii-4121188637?position=7&pageNum=30&refId=pLhCZUF57IEFht2yKlx3qA%3D%3D&trackingId=CjzeSHBV1bAIAN1UEidwnA%3D%3D,"c#, ci/cd, css, docker, git, html, javascript, kanban, kubernetes, microservices, mysql, scrum, sql",autre
358,QA Automation (H/F) Expérimenté applications mobiles,Devoteam,Rabat,https://ma.linkedin.com/jobs/view/qa-automation-h-f-exp%C3%A9riment%C3%A9-applications-mobiles-at-devoteam-4179469257?position=8&pageNum=30&refId=pLhCZUF57IEFht2yKlx3qA%3D%3D&trackingId=nnzoIHBoE46Ctq9%2BvRhb9w%3D%3D,scrum,autre
359,Software Engineer Java,Société Générale,Casablanca,https://ma.linkedin.com/jobs/view/software-engineer-java-at-societe-generale-4195537608?position=9&pageNum=30&refId=pLhCZUF57IEFht2yKlx3qA%3D%3D&trackingId=%2ByUQSOAOLiQZY9FGAP%2B8Ag%3D%3D,"agile, angular, docker, java, jenkins, kafka, kubernetes, oracle, postgresql, spark, spring boot, sql",software engineer
360,Android Developer,Cnexia,Maroc,https://ma.linkedin.com/jobs/view/android-developer-at-cnexia-4266542572?position=10&pageNum=30&refId=pLhCZUF57IEFht2yKlx3qA%3D%3D&trackingId=tYzu3OnWTgvoMD4Cu9UakQ%3D%3D,agile,autre
361,.Net Developer - MO,Globant,Maroc,https://ma.linkedin.com/jobs/view/net-developer-mo-at-globant-4259563708?position=1&pageNum=32&refId=O8nFp7dgfRUWKMxWVait7g%3D%3D&trackingId=ZmTjfZ9qVjqV3ESfFBRGuQ%3D%3D,"c#, ci/cd, docker, mysql",autre
362,Développeur(se) Full Stack expérimenté Java/React,Devoteam,Rabat,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-se-full-stack-exp%C3%A9riment%C3%A9-java-react-at-devoteam-4103339135?position=2&pageNum=32&refId=O8nFp7dgfRUWKMxWVait7g%3D%3D&trackingId=XBg2kZ1WN0wOotmb%2B7K5zw%3D%3D,"agile, git, java, kanban, react, scrum, sql",web developer
363,Business Research - Research Analyst - Casablanca - Spanish and/or Portuguese,Infomineo,Casablanca,https://ma.linkedin.com/jobs/view/business-research-research-analyst-casablanca-spanish-and-or-portuguese-at-infomineo-4271433538?position=3&pageNum=32&refId=O8nFp7dgfRUWKMxWVait7g%3D%3D&trackingId=eyOjZl6%2Fjpj62MfK5SK66w%3D%3D,,data analyst
364,Data Analyst,BNP Paribas,Casablanca,https://ma.linkedin.com/jobs/view/data-analyst-at-bnp-paribas-4277210022?position=4&pageNum=32&refId=O8nFp7dgfRUWKMxWVait7g%3D%3D&trackingId=u6MG5VWHv8ZgS2DXtcXlnQ%3D%3D,agile,data analyst
365,Ingénieur études et développement PHP,Groupe SII,Oujda,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-%C3%A9tudes-et-d%C3%A9veloppement-php-at-groupe-sii-4121186888?position=5&pageNum=32&refId=O8nFp7dgfRUWKMxWVait7g%3D%3D&trackingId=LL%2BaCE%2B1g7nQnydXdAq%2Bwg%3D%3D,"agile, git, gitlab, mysql, php, postgresql, sql",autre
366,Data Engineer - Databricks,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/data-engineer-databricks-at-lumenalta-4279524853?position=6&pageNum=32&refId=O8nFp7dgfRUWKMxWVait7g%3D%3D&trackingId=mWhubXiNWjfR6FyKoiY6Xg%3D%3D,"aws, python, sql",data engineer
367,"Senior/Expert Data Engineer (GCP, PUB/SUB, DBT, Big Query)",SQLI,Casablanca,https://ma.linkedin.com/jobs/view/senior-expert-data-engineer-gcp-pub-sub-dbt-big-query-at-sqli-4226421489?position=7&pageNum=32&refId=O8nFp7dgfRUWKMxWVait7g%3D%3D&trackingId=OsVYFFklu4GC1BxCSCuV9A%3D%3D,"agile, bigquery, gcp, machine learning, python, scrum, sql",data engineer
368,Senior Software Engineer - McKinsey Digital,McKinsey & Company,Casablanca,https://ma.linkedin.com/jobs/view/senior-software-engineer-mckinsey-digital-at-mckinsey-company-4219660462?position=8&pageNum=32&refId=O8nFp7dgfRUWKMxWVait7g%3D%3D&trackingId=k34uoQ%2Fn0eA0UbQmzYd0yQ%3D%3D,"agile, angular, aws, azure, c#, design patterns, docker, gcp, java, javascript, jenkins, mongodb, mysql, next.js, node.js, python, react, sql, typescript, vue.js",software engineer
