Source,Rôle,Titre,Entreprise,Localisation,Lien,Compétences
LinkedIn,full stack developer,Développeur Fullstack Senior Java/Angular,Inetum,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-fullstack-senior-java-angular-at-inetum-4240913588?position=9&pageNum=2&refId=qPaW3UcA6Uly306B%2FyHHEg%3D%3D&trackingId=0D4I02%2F0iplpE%2FC6YSWALQ%3D%3D,"agile, angular, ci/cd, gitlab, java, jenkins, mysql, spring boot"
LinkedIn,full stack developer,Senior Software Engineer - McKinsey Digital,McKinsey & Company,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-software-engineer-mckinsey-digital-at-mckinsey-company-4200154243?position=10&pageNum=2&refId=qPaW3UcA6Uly306B%2FyHHEg%3D%3D&trackingId=VRVQf9c0VPl5PD2bhOMFjg%3D%3D,"agile, angular, aws, azure, c#, design patterns, docker, gcp, java, javascript, jenkins, mongodb, mysql, next.js, node.js, python, react, sql, typescript, vue.js"
LinkedIn,full stack developer,Développeur Java Full Stack (Java / Spring Boot / Angular ),ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-java-full-stack-java-spring-boot-angular-at-alten-4280090374?position=1&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=IvLvq2nLk2KDCFHmLn9DvA%3D%3D,"angular, ci/cd, docker, elasticsearch, git, google cloud, java, jenkins, kubernetes, postgresql, scrum, spring boot"
LinkedIn,full stack developer,Fullstack Python Developer,iMedia24 GmbH,Maroc,https://ma.linkedin.com/jobs/view/fullstack-python-developer-at-imedia24-gmbh-4267953073?position=2&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=aIDPYqq4hsZ6AhAVpVdfiQ%3D%3D,"angular, ci/cd, docker, gcp, kafka, kubernetes, microservices, next.js, nosql, python, sql, terraform"
LinkedIn,full stack developer,Développeur Sénior Full Stack Java/Angular (H/F),Devoteam,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-s%C3%A9nior-full-stack-java-angular-h-f-at-devoteam-4266546247?position=3&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=9glNu2maD3XgmwEq4qg4Bw%3D%3D,"agile, angular, ci/cd, docker, git, java, jenkins, kubernetes, microservices, mysql, oracle, postgresql, scrum, spring boot, typescript"
LinkedIn,full stack developer,Développeur Full Stack Java / React Sénior,ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-java-react-s%C3%A9nior-at-alten-4277544027?position=4&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=5qdZH82XcWADv0GgNLAI3g%3D%3D,"bdd, ci/cd, design patterns, docker, git, java, kubernetes, mongodb, mysql, nosql, postgresql, react, scrum, spring boot"
LinkedIn,full stack developer,Développeur Sénior Java Back-End (H/F),Devoteam,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-s%C3%A9nior-java-back-end-h-f-at-devoteam-4174642420?position=5&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=UHNBH9fDAyyhDlkTv1V1Cg%3D%3D,"ci/cd, docker, git, gitlab, java, jenkins, kubernetes, microservices, mongodb, mysql, postgresql, spring boot"
LinkedIn,full stack developer,Senior Python Fullstack Engineer,Intetics,Maroc,https://ma.linkedin.com/jobs/view/senior-python-fullstack-engineer-at-intetics-4281922437?position=6&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=GV2i36tUh%2FmBf5n2MsAoxQ%3D%3D,"django, linux, mysql, python, react, snowflake, typescript"
LinkedIn,full stack developer,Back End Developer (ELK/Python),Cnexia,Maroc,https://ma.linkedin.com/jobs/view/back-end-developer-elk-python-at-cnexia-4058376415?position=7&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=ZZPk4Ad2UKWOoiOB5ft%2FVg%3D%3D,"java, mysql, oracle, python"
LinkedIn,full stack developer,Développeur Fullstack (.net/vuejs),Free-Work,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-fullstack-net-vuejs-at-free-work-4280218978?position=8&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=0X2JtqcA0HVKF%2FH7kZEfAw%3D%3D,"agile, azure, c#, scrum, sql, vue.js"
LinkedIn,full stack developer,Backend Developer - French Speakers,SSC HR Solutions,"Marrakech, Marrakech-Safi, Maroc",https://ma.linkedin.com/jobs/view/backend-developer-french-speakers-at-ssc-hr-solutions-4266711425?position=9&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=fv0HXO76vnyoewEOeMe3RQ%3D%3D,"agile, bdd, django, docker, elasticsearch, git, gitlab, grpc, linux, python"
LinkedIn,full stack developer,Développeur Full Stack PHP,ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-php-at-alten-4265316615?position=10&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=kg29EwRukGnuJ2fB1zLELg%3D%3D,"css, git, html, javascript, mysql, php, sql"
LinkedIn,full stack developer,Développeur Back-End Senior Java,ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-back-end-senior-java-at-alten-4270224834?position=1&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=VGLY0LOxhdO0rEuKkj2wmQ%3D%3D,"agile, ci/cd, git, gitlab, java, microservices, redis, scrum, tdd"
LinkedIn,full stack developer,Senior Back-End JS Engineer,CobbleWeb - The Online Marketplace Experts,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-back-end-js-engineer-at-cobbleweb-the-online-marketplace-experts-4280974532?position=2&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=yDuJ0EwOfSOdZx9I7JIqqA%3D%3D,"agile, aws, docker, elasticsearch, mysql, postgresql, redis"
LinkedIn,full stack developer,Développeur Java Full Stack (Java / Spring Boot / Angular ),ALTEN MAROC,Rabat et périphérie,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-java-full-stack-java-spring-boot-angular-at-alten-maroc-4278222870?position=3&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=hpZtE0zrX8V6jFEB457oyQ%3D%3D,"angular, ci/cd, docker, elasticsearch, git, google cloud, java, jenkins, kubernetes, postgresql, scrum, spring boot"
LinkedIn,full stack developer,Javascript Fullstack Engineer - Senior,Lumenalta,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/javascript-fullstack-engineer-senior-at-lumenalta-4279537194?position=4&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=TCIYMbvWw%2BxbRjP%2FcEn9HA%3D%3D,"react, sql"
LinkedIn,full stack developer,Développeur Back-end Magento - F/H,Niji,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-back-end-magento-f-h-at-niji-4273890536?position=5&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=qHRnBNoWpP622wPYbjJDZA%3D%3D,agile
LinkedIn,full stack developer,Développeur Sénior Back-End - F/H,"Matys, A Cegid Company","Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-s%C3%A9nior-back-end-f-h-at-matys-4279466708?position=6&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=2B7PO1uYf%2FkeQmtxk6c3BA%3D%3D,"azure, c#, kubernetes, microservices, react"
LinkedIn,full stack developer,Développeur  Back-End Expérimenté Java / Spring,ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-back-end-exp%C3%A9riment%C3%A9-java-spring-at-alten-4272053581?position=7&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=qnIih%2Bq4tWBmLzkfr30D3Q%3D%3D,"agile, ci/cd, docker, java, jenkins, kafka, kubernetes, linux, mongodb, nosql, postgresql, scrum, spring boot, sql, tdd"
LinkedIn,full stack developer,Fullstack developper senior - secteur bancaire,IT Road Consulting,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/fullstack-developper-senior-secteur-bancaire-at-it-road-consulting-4281613376?position=8&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=br%2Ff%2FJ5SstdniZtKkhce1g%3D%3D,"agile, angular, java, microservices, spring boot, typescript"
LinkedIn,full stack developer,Javascript Fullstack Engineer - Tech Lead,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/javascript-fullstack-engineer-tech-lead-at-lumenalta-4279538034?position=9&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=5OpJOzhmfkreklG%2BRBbopg%3D%3D,"javascript, node.js, react"
LinkedIn,full stack developer,Ingénieure ou Ingénieur Fullstack - Techlead H/F,Berger-Levrault,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieure-ou-ing%C3%A9nieur-fullstack-techlead-h-f-at-berger-levrault-4221087391?position=10&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=xDc%2BpcGKCbRNE9phogM8KA%3D%3D,"agile, angular, ci/cd, docker, gitlab, java, scrum"
